180.0,233.0,306.0,378.0,369.0,168.0,264.0,260.0,5.8500000000000005,6.05,6.1,0.00027095955229579556
16.0,118.0,131.0,387.0,315.0,219.0,143.0,356.0,6.1,5.8500000000000005,6.05,0.00021666459099523423
113.0,37.0,3.0,254.0,365.0,114.0,120.0,61.0,5.8500000000000005,6.05,6.1,0.00022189731781062274
54.0,1.0,108.0,327.0,229.0,149.0,196.0,157.0,6.1,6.05,5.8500000000000005,0.000240338046654243
397.0,23.0,98.0,31.0,40.0,226.0,99.0,63.0,6.1,5.8500000000000005,6.05,0.00022788947725393543
142.0,152.0,98.0,358.0,331.0,57.0,157.0,164.0,5.8500000000000005,6.05,6.1,0.00024318548366376988
309.0,193.0,41.0,356.0,288.0,370.0,277.0,322.0,6.05,6.1,5.8500000000000005,0.00025208160437118605
97.0,361.0,386.0,292.0,118.0,89.0,113.0,339.0,5.8500000000000005,6.1,6.05,0.00020963166867649324
151.0,399.0,47.0,75.0,336.0,251.0,305.0,263.0,6.05,6.1,5.8500000000000005,0.00021290744009884872
175.0,157.0,181.0,304.0,394.0,39.0,187.0,206.0,5.8500000000000005,6.05,6.1,0.00026572975551756185
208.0,299.0,364.0,109.0,59.0,368.0,177.0,308.0,5.8500000000000005,6.1,6.05,0.00025224154293910746
257.0,324.0,144.0,371.0,93.0,173.0,188.0,330.0,6.05,5.8500000000000005,6.1,0.0003022372585353174
273.0,308.0,302.0,150.0,13.0,21.0,283.0,211.0,6.05,5.8500000000000005,6.1,0.00024840328616472995
215.0,57.0,5.0,237.0,345.0,304.0,210.0,84.0,5.8500000000000005,6.05,6.1,0.00021206818032235047
123.0,342.0,235.0,193.0,67.0,68.0,190.0,208.0,6.05,5.8500000000000005,6.1,0.00026045234206353385
383.0,193.0,180.0,57.0,3.0,343.0,194.0,78.0,6.05,5.8500000000000005,6.1,0.00020984385139395225
103.0,291.0,1.0,92.0,355.0,309.0,109.0,272.0,5.8500000000000005,6.05,6.1,0.00022834879830807076
198.0,144.0,222.0,227.0,394.0,116.0,228.0,179.0,5.8500000000000005,6.05,6.1,0.00032394308872512126
45.0,329.0,92.0,96.0,236.0,305.0,110.0,293.0,5.8500000000000005,6.1,6.05,0.00025349163644662425
378.0,326.0,160.0,373.0,161.0,53.0,191.0,354.0,6.05,5.8500000000000005,6.1,0.0002197692101604815
105.0,210.0,133.0,21.0,283.0,341.0,125.0,192.0,5.8500000000000005,6.05,6.1,0.0002488329744360191
231.0,349.0,244.0,126.0,135.0,73.0,198.0,116.0,6.1,5.8500000000000005,6.05,0.00028830963511290025
157.0,21.0,18.0,299.0,340.0,335.0,36.0,289.0,6.05,5.8500000000000005,6.1,0.00019790303546403273
61.0,64.0,3.0,247.0,317.0,378.0,24.0,208.0,6.05,5.8500000000000005,6.1,0.0002286490971951888
387.0,270.0,5.0,191.0,142.0,256.0,109.0,236.0,6.1,6.05,5.8500000000000005,0.0002593220077065627
36.0,325.0,138.0,75.0,327.0,52.0,169.0,82.0,6.1,5.8500000000000005,6.05,0.00023746591015036774
141.0,134.0,86.0,207.0,206.0,52.0,141.0,135.0,5.8500000000000005,6.05,6.1,0.00034816482683785885
165.0,78.0,22.0,387.0,341.0,19.0,202.0,70.0,5.8500000000000005,6.1,6.05,0.00022900768059901932
253.0,395.0,95.0,226.0,309.0,79.0,130.0,235.0,6.05,5.8500000000000005,6.1,0.00022839371270719447
292.0,301.0,179.0,80.0,123.0,303.0,198.0,278.0,6.05,6.1,5.8500000000000005,0.000268110674448285
25.0,400.0,119.0,183.0,270.0,363.0,128.0,242.0,6.1,5.8500000000000005,6.05,0.00023728733717322785
56.0,217.0,88.0,84.0,330.0,249.0,83.0,155.0,5.8500000000000005,6.05,6.1,0.000273556449834672
369.0,183.0,259.0,273.0,3.0,233.0,293.0,237.0,6.05,5.8500000000000005,6.1,0.0002648472231376186
228.0,385.0,211.0,114.0,154.0,20.0,186.0,78.0,6.1,5.8500000000000005,6.05,0.0002814195580447353
182.0,151.0,240.0,289.0,386.0,106.0,229.0,201.0,5.8500000000000005,6.05,6.1,0.0002851275015524151
48.0,365.0,138.0,51.0,279.0,206.0,242.0,188.0,6.1,6.05,5.8500000000000005,0.0002316096734661787
305.0,194.0,69.0,88.0,296.0,328.0,292.0,247.0,5.8500000000000005,6.1,6.05,0.00027281070021512266
97.0,70.0,314.0,325.0,300.0,111.0,276.0,130.0,6.05,6.1,5.8500000000000005,0.0002465728726526007
